"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"65-74 years"	"65-74"	300	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"75-84 years"	"75-84"	311	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"85+ years"	"85+"	222	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"65-74 years"	"65-74"	343	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"75-84 years"	"75-84"	345	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	235	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"65-74 years"	"65-74"	330	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"75-84 years"	"75-84"	325	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	226	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"65-74 years"	"65-74"	305	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"75-84 years"	"75-84"	301	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"85+ years"	"85+"	234	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"65-74 years"	"65-74"	292	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"75-84 years"	"75-84"	282	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	218	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"65-74 years"	"65-74"	322	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"75-84 years"	"75-84"	315	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"85+ years"	"85+"	199	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"65-74 years"	"65-74"	308	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"75-84 years"	"75-84"	285	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"85+ years"	"85+"	189	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"65-74 years"	"65-74"	308	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"75-84 years"	"75-84"	304	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	217	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"65-74 years"	"65-74"	321	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"75-84 years"	"75-84"	330	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	233	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"65-74 years"	"65-74"	317	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	295	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"85+ years"	"85+"	219	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"65-74 years"	"65-74"	395	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	377	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	268	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"65-74 years"	"65-74"	436	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"75-84 years"	"75-84"	398	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"85+ years"	"85+"	298	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"65-74 years"	"65-74"	325	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"75-84 years"	"75-84"	310	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"85+ years"	"85+"	227	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"65-74 years"	"65-74"	336	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"75-84 years"	"75-84"	345	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"85+ years"	"85+"	196	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"65-74 years"	"65-74"	367	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"75-84 years"	"75-84"	311	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"85+ years"	"85+"	210	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"65-74 years"	"65-74"	335	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"75-84 years"	"75-84"	299	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"85+ years"	"85+"	202	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"65-74 years"	"65-74"	325	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"75-84 years"	"75-84"	301	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"85+ years"	"85+"	200	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"65-74 years"	"65-74"	298	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"75-84 years"	"75-84"	320	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"85+ years"	"85+"	220	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"65-74 years"	"65-74"	318	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"75-84 years"	"75-84"	311	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"85+ years"	"85+"	215	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"65-74 years"	"65-74"	307	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"75-84 years"	"75-84"	313	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"85+ years"	"85+"	216	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"65-74 years"	"65-74"	329	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"75-84 years"	"75-84"	315	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"85+ years"	"85+"	223	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"65-74 years"	"65-74"	321	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"75-84 years"	"75-84"	335	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"85+ years"	"85+"	232	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"65-74 years"	"65-74"	352	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"75-84 years"	"75-84"	340	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"85+ years"	"85+"	244	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"65-74 years"	"65-74"	346	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"75-84 years"	"75-84"	345	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"85+ years"	"85+"	263	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"65-74 years"	"65-74"	363	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"75-84 years"	"75-84"	350	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"85+ years"	"85+"	241	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"65-74 years"	"65-74"	390	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"75-84 years"	"75-84"	369	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"85+ years"	"85+"	232	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"65-74 years"	"65-74"	345	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"75-84 years"	"75-84"	337	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"85+ years"	"85+"	225	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"65-74 years"	"65-74"	375	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"75-84 years"	"75-84"	327	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"85+ years"	"85+"	229	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"65-74 years"	"65-74"	337	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"75-84 years"	"75-84"	307	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"85+ years"	"85+"	205	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"65-74 years"	"65-74"	331	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"75-84 years"	"75-84"	323	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"85+ years"	"85+"	213	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"65-74 years"	"65-74"	324	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"75-84 years"	"75-84"	327	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"85+ years"	"85+"	206	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"65-74 years"	"65-74"	323	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"75-84 years"	"75-84"	338	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"85+ years"	"85+"	210	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"65-74 years"	"65-74"	354	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"75-84 years"	"75-84"	320	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"85+ years"	"85+"	226	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"65-74 years"	"65-74"	370	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"75-84 years"	"75-84"	331	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"85+ years"	"85+"	253	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"65-74 years"	"65-74"	355	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"75-84 years"	"75-84"	375	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"85+ years"	"85+"	240	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"65-74 years"	"65-74"	452	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"75-84 years"	"75-84"	763	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	1195	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"65-74 years"	"65-74"	397	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	608	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"85+ years"	"85+"	1024	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"65-74 years"	"65-74"	455	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"75-84 years"	"75-84"	690	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	1085	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"65-74 years"	"65-74"	384	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"75-84 years"	"75-84"	583	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	954	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	390	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"75-84 years"	"75-84"	592	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"May, 2015"	"2015/05"	"85+ years"	"85+"	862	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"65-74 years"	"65-74"	361	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"75-84 years"	"75-84"	556	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	814	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"65-74 years"	"65-74"	395	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"75-84 years"	"75-84"	570	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	865	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"65-74 years"	"65-74"	360	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"75-84 years"	"75-84"	524	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"85+ years"	"85+"	868	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"65-74 years"	"65-74"	395	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"75-84 years"	"75-84"	527	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"85+ years"	"85+"	878	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"65-74 years"	"65-74"	401	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	582	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	903	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"65-74 years"	"65-74"	375	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	607	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	896	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	406	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	581	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	922	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	445	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	658	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	1040	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	406	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	571	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	973	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	420	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	592	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	992	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	437	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	607	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	938	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	394	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"75-84 years"	"75-84"	563	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"May, 2016"	"2016/05"	"85+ years"	"85+"	906	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"65-74 years"	"65-74"	409	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"75-84 years"	"75-84"	527	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"85+ years"	"85+"	853	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	384	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"75-84 years"	"75-84"	581	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	883	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"65-74 years"	"65-74"	406	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"75-84 years"	"75-84"	579	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	857	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"65-74 years"	"65-74"	362	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"75-84 years"	"75-84"	552	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"85+ years"	"85+"	848	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"65-74 years"	"65-74"	398	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"75-84 years"	"75-84"	617	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	951	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"65-74 years"	"65-74"	430	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	569	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	888	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"65-74 years"	"65-74"	463	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"75-84 years"	"75-84"	684	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"85+ years"	"85+"	1040	Not Applicable	Not Applicable
	"Missouri"	"29"	"Female"	"F"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"65-74 years"	"65-74"	526	Not Applicable	Not Applicable
